D_id,G_id,paper
MESH:D001321,347735,1
MESH:D001321,3002,1
MESH:D001321,1270,1
MESH:D001321,5198,1
MESH:D001321,84447,1
MESH:D001321,114088,1
MESH:D001321,6903,1
MESH:D001321,9791,1
MESH:D001321,374,1
MESH:D001321,3028,1
MESH:D001321,9481,1
MESH:D001321,200933,1
MESH:D001321,54106,1
MESH:D001321,23557,1
MESH:D001321,11091,1
MESH:D001321,349075,1
MESH:D001321,6601,1
MESH:D001321,55558,1
MESH:D001321,23677,1
MESH:D001321,129446,1
MESH:D001321,23334,1
MESH:D001321,23523,1
MESH:D001321,2690,1
MESH:D001321,158506,1
MESH:D001321,1396,1
MESH:D001321,4849,1
MESH:D001321,1119,1
MESH:D001321,6007,1
MESH:D001321,64374,1
MESH:D001321,4172,1
MESH:D001321,30813,1
MESH:D001321,3425,1
MESH:D001321,4035,1
MESH:D001321,4974,1
MESH:D001321,57521,4
MESH:D001321,1735,4
MESH:D001321,4851,4
MESH:D001321,3717,4
MESH:D001321,26503,4
MESH:D001321,1544,4
MESH:D001321,5460,4
MESH:D001321,672,4
MESH:D001321,51481,4
MESH:D001321,799,4
MESH:D001321,22919,4
MESH:D001321,22850,4
MESH:D001321,25942,4
MESH:D001321,5789,4
MESH:D001321,4512,4
MESH:D001321,5987,4
MESH:D001321,80155,4
MESH:D001321,9641,4
MESH:D001321,712,4
MESH:D001321,7915,4
MESH:D001321,1576,4
MESH:D001321,5371,4
MESH:D001321,5727,4
MESH:D001321,2253,4
MESH:D001321,3726,4
MESH:D001321,3091,4
MESH:D001321,1398,4
MESH:D001321,1717,4
MESH:D001321,3251,4
MESH:D001321,49,4
MESH:D001321,2875,4
MESH:D001321,6310,4
MESH:D001321,2263,4
MESH:D001321,8745,4
MESH:D001321,57084,4
MESH:D001321,6271,4
MESH:D001321,5423,4
MESH:D001321,4986,4
MESH:D001321,4914,4
MESH:D001321,346171,2
MESH:D001321,10371,2
MESH:D001321,6779,2
MESH:D001321,6530,2
MESH:D001321,56259,2
MESH:D001321,5066,2
MESH:D001321,4616,2
MESH:D001321,109,2
MESH:D001321,53841,2
MESH:D001321,6934,2
MESH:D001321,2077,2
MESH:D001321,51305,2
MESH:D001321,125,2
MESH:D001321,217,2
MESH:D001321,2913,2
MESH:D001321,51332,2
MESH:D001321,30816,2
MESH:D001321,27,2
MESH:D001321,27241,2
MESH:D001321,1734,2
MESH:D001321,1869,2
MESH:D001321,51029,2
MESH:D001321,2053,2
MESH:D001321,104,2
MESH:D001321,4761,2
MESH:D001321,22954,2
MESH:D001321,26011,2
MESH:D001321,51473,2
MESH:D001321,2872,2
MESH:D001321,7477,2
MESH:D001321,7546,2
MESH:D001321,55554,2
MESH:D001321,8226,2
MESH:D001321,221935,2
MESH:D001321,256471,2
MESH:D001321,23654,2
MESH:D001321,2042,2
MESH:D001321,203228,2
MESH:D001321,5673,2
MESH:D001321,79068,2
MESH:D001321,4160,2
MESH:D001321,3122,2
MESH:D001321,8557,2
MESH:D001321,339451,2
MESH:D001321,285335,2
MESH:D001321,1440,2
MESH:D001321,50512,2
MESH:D001321,27006,2
MESH:D001321,4904,2
MESH:D001321,22807,2
MESH:D001321,3097,2
MESH:D001321,8295,2
MESH:D001321,958,2
MESH:D001321,10163,2
MESH:D001321,577,2
MESH:D001321,79157,2
MESH:D001321,7123,2
MESH:D001321,25878,2
MESH:D001321,9235,2
MESH:D001321,22796,2
MESH:D001321,3858,2
MESH:D001321,6687,2
MESH:D001321,26523,2
MESH:D001321,10492,2
MESH:D001321,100187907,2
MESH:D001321,9445,2
MESH:D001321,22983,2
MESH:D001321,5770,2
MESH:D001321,6783,2
MESH:D001321,85445,2
MESH:D001321,161882,2
MESH:D001321,1979,2
MESH:D001321,5799,2
MESH:D001321,2993,2
MESH:D001321,6885,2
MESH:D001321,7334,2
MESH:D001321,4734,2
MESH:D001321,1052,2
MESH:D001321,1394,2
MESH:D001321,2132,2
MESH:D001321,4810,2
MESH:D001321,3015,2
MESH:D001321,8851,2
MESH:D001321,1136,2
MESH:D001321,5366,2
MESH:D001321,1978,2
MESH:D001321,5538,2
MESH:D001321,7015,2
MESH:D001321,6521,2
MESH:D001321,84173,2
MESH:D001321,54476,2
MESH:D001321,283871,2
MESH:D001321,460,2
MESH:D001321,54768,2
MESH:D001321,5315,2
MESH:D001321,56479,2
MESH:D001321,147719,2
MESH:D001321,266727,2
MESH:D001321,83855,2
MESH:D001321,116444,2
MESH:D001321,21,2
MESH:D001321,24145,2
MESH:D001321,5034,2
MESH:D001321,8675,2
MESH:D001321,3759,2
MESH:D001321,30010,2
MESH:D001321,3382,2
MESH:D001321,1747,2
MESH:D001321,4886,2
MESH:D001321,2743,2
MESH:D001321,5168,2
MESH:D001321,26058,2
MESH:D001321,6396,2
MESH:D001321,219793,2
MESH:D001321,8456,2
MESH:D001321,2186,2
MESH:D001321,79004,2
MESH:D001321,8655,2
MESH:D001321,100506658,2
MESH:D001321,3752,2
MESH:D001321,1161,2
MESH:D001321,4076,2
MESH:D001321,3607,2
MESH:D001321,7155,2
MESH:D001321,747,2
MESH:D001321,2166,2
MESH:D001321,5304,2
MESH:D001321,81551,2
MESH:D001321,79932,2
MESH:D001321,4086,2
MESH:D001321,84959,2
MESH:D001321,5100,2
MESH:D001321,2262,2
MESH:D001321,10575,2
MESH:D001321,23345,2
MESH:D001321,8648,2
MESH:D001321,8850,2
MESH:D001321,135946,2
MESH:D001321,59286,2
MESH:D001321,2170,2
MESH:D001321,57578,2
MESH:D001321,5428,2
MESH:D001321,3562,2
MESH:D001321,266743,2
MESH:D001321,51477,2
MESH:D001321,4487,2
MESH:D001321,4337,2
MESH:D001321,1030,2
MESH:D001321,6503,2
MESH:D001321,4363,2
MESH:D001321,128,2
MESH:D001321,131,2
MESH:D001321,930,2
MESH:D001321,9295,2
MESH:D001321,391107,2
MESH:D001321,2919,2
MESH:D001321,11169,2
MESH:D001321,6241,2
MESH:D001321,7293,2
MESH:D001321,2255,2
MESH:D001321,501,2
MESH:D001321,3354,2
MESH:D001321,4489,2
MESH:D001321,4891,2
MESH:D001321,282679,2
MESH:D001321,7098,2
MESH:D001321,2018,2
MESH:D001321,1201,2
MESH:D001321,63908,2
MESH:D001321,84163,2
MESH:D001321,2159,2
MESH:D001321,1571,2
MESH:D001321,7319,2
MESH:D001321,2309,2
MESH:D001321,389090,2
MESH:D001321,8834,2
MESH:D001321,23233,2
MESH:D001321,2894,2
MESH:D001321,5916,2
MESH:D001321,3560,2
MESH:D001321,4015,2
MESH:D001321,8214,2
MESH:D001321,9855,2
MESH:D001321,11335,2
MESH:D001321,10923,2
MESH:D001321,4599,2
MESH:D001321,64093,2
MESH:D001321,7068,2
MESH:D001321,4681,2
MESH:D001321,2323,2
MESH:D001321,23443,2
MESH:D001321,5829,2
MESH:D001321,29091,2
MESH:D001321,23089,2
MESH:D001321,1013,2
MESH:D001321,29,2
MESH:D001321,514,2
MESH:D001321,102800317,2
MESH:D001321,2217,2
MESH:D001321,124590,2
MESH:D001321,7486,2
MESH:D001321,2155,2
MESH:D001321,10749,2
MESH:D001321,55061,2
MESH:D001321,57412,2
MESH:D001321,3699,2
MESH:D001321,2833,2
MESH:D001321,22978,2
MESH:D001321,24137,2
MESH:D001321,3476,2
MESH:D001321,51341,2
MESH:D001321,30061,2
MESH:D001321,5015,2
MESH:D001321,3357,2
MESH:D001321,60496,2
MESH:D001321,10491,2
MESH:D001321,729238,2
MESH:D001321,4193,2
MESH:D001321,8788,2
MESH:D001321,27253,2
MESH:D001321,8320,2
MESH:D001321,1584,2
MESH:D001321,2995,2
MESH:D001321,84678,3
MESH:D001321,10376,3
MESH:D001321,182,3
MESH:D001321,107,3
MESH:D001321,2011,3
MESH:D001321,477,3
MESH:D001321,51111,3
MESH:D001321,23309,3
MESH:D001321,6712,3
MESH:D001321,8636,3
MESH:D001321,5122,3
MESH:D001321,406,3
MESH:D001321,27102,3
MESH:D001321,9892,3
MESH:D001321,80199,3
MESH:D001321,55349,3
MESH:D001321,6716,3
MESH:D001321,84631,3
MESH:D001321,112755,3
MESH:D001321,103,3
MESH:D001321,84530,3
MESH:D001321,27042,3
MESH:D001321,6713,3
MESH:D001321,155435,3
MESH:D001321,3737,3
MESH:D001321,8878,3
MESH:D001321,8085,3
MESH:D001321,4771,3
MESH:D001321,9173,3
MESH:D001321,10617,3
MESH:D001321,2048,3
MESH:D001321,9839,3
MESH:D001321,10312,3
MESH:D001321,8450,3
MESH:D001321,3309,3
MESH:D001321,56899,3
MESH:D001321,6772,3
MESH:D001321,774,3
MESH:D001321,3654,3
MESH:D001321,65055,3
MESH:D001321,6683,3
MESH:D001321,4988,3
MESH:D001321,4820,3
MESH:D001321,23316,3
MESH:D001321,6857,3
MESH:D001321,347344,3
MESH:D001321,4629,3
MESH:D001321,727857,3
MESH:D001321,7080,3
MESH:D001321,54487,3
MESH:D001321,410,3
MESH:D001321,6567,3
MESH:D001321,8517,3
MESH:D001321,114928,3
MESH:D001321,10097,3
MESH:D001321,4609,3
MESH:D001321,7088,3
MESH:D001321,1113,3
MESH:D001321,3440,3
MESH:D001321,23327,3
MESH:D001321,2,3
MESH:D001321,1026,3
MESH:D001321,10399,3
MESH:D001321,2254,3
MESH:D001321,6850,3
MESH:D001321,8824,3
MESH:D001321,284390,3
MESH:D001321,3570,3
MESH:D001321,4287,3
MESH:D001321,1793,3
MESH:D001321,65110,3
MESH:D001321,1591,3
MESH:D001321,2984,3
MESH:D001321,1991,3
MESH:D001321,1236,3
MESH:D001321,6197,3
MESH:D001321,7263,3
MESH:D001321,5515,1
MESH:D001321,4212,1
MESH:D001321,3747,1
MESH:D001321,27094,1
MESH:D001321,100132406,1
MESH:D001321,10551,1
MESH:D001321,89795,1
MESH:D001321,283489,1
MESH:D001321,7425,1
MESH:D001321,331,1
MESH:D001321,1755,1
MESH:D001321,54468,1
MESH:D001321,5313,1
MESH:D001321,3898,1
MESH:D001321,5915,1
MESH:D001321,8996,1
MESH:D001321,3735,1
MESH:D001321,117579,1
MESH:D001321,10278,1
MESH:D001321,4869,1
MESH:D001321,23254,1
MESH:D001321,55905,1
MESH:D001321,125893,1
MESH:D001321,9825,1
MESH:D001321,7474,1
MESH:D001321,7473,1
MESH:D001321,54361,1
MESH:D001321,79621,1
MESH:D001321,2298,1
MESH:D001321,11202,1
MESH:D001321,23259,1
MESH:D001321,114792,1
MESH:D001321,4697,1
MESH:D001321,81491,1
MESH:D001321,55599,1
MESH:D001321,2525,1
MESH:D001321,196500,1
MESH:D001321,28992,1
MESH:D001321,79135,1
MESH:D001321,51185,1
MESH:D001321,5738,1
MESH:D001321,6204,1
MESH:D001321,5452,1
MESH:D001321,27034,1
MESH:D001321,55638,1
MESH:D001321,208,1
MESH:D001321,2494,1
MESH:D001321,27020,1
MESH:D001321,158866,1
MESH:D001321,26100,1
MESH:D001321,56956,1
MESH:D001321,84709,1
MESH:D001321,57626,1
MESH:D001321,6497,1
MESH:D001321,8891,1
MESH:D001321,150465,1
MESH:D001321,4621,1
MESH:D001321,1992,1
MESH:D001321,55733,1
MESH:D001321,3115,1
MESH:D001321,55259,1
MESH:D001321,51317,1
MESH:D001321,386653,1
MESH:D001321,7001,1
MESH:D001321,7189,1
MESH:D001321,8737,1
MESH:D001321,696,1
MESH:D001321,55857,1
MESH:D001321,644524,1
MESH:D001321,203076,1
MESH:D001321,79441,1
MESH:D001321,4821,1
MESH:D001321,27237,1
MESH:D001321,11019,1
MESH:D001321,57102,1
MESH:D001321,147040,1
MESH:D001321,51133,1
MESH:D001321,79734,1
MESH:D001321,154881,1
MESH:D001321,115207,1
MESH:D001321,79047,1
MESH:D001321,1896,1
MESH:D001321,60678,1
MESH:D001321,54345,1
MESH:D001321,3226,1
MESH:D001321,124842,1
MESH:D001321,121256,1
MESH:D001321,2158,1
MESH:D001321,7133,1
MESH:D001321,4994,1
MESH:D001321,22981,1
MESH:D001321,58512,1
MESH:D001321,23075,1
MESH:D001321,81,1
MESH:D001321,2897,1
MESH:D001321,7415,1
MESH:D001321,1447,1
MESH:D001321,22845,1
MESH:D001321,220202,1
MESH:D001321,3822,1
MESH:D001321,9437,1
MESH:D001321,2252,1
MESH:D001321,23373,1
MESH:D001321,55486,1
MESH:D001321,6239,1
MESH:D001321,7419,1
MESH:D001321,2081,1
MESH:D001321,284,1
MESH:D001321,10178,1
MESH:D001321,93034,1
MESH:D001321,10969,1
MESH:D001321,9464,1
MESH:D001321,122553,1
MESH:D001321,25852,1
MESH:D001321,9025,1
MESH:D001321,7126,1
MESH:D001321,4509,1
MESH:D001321,5813,1
MESH:D001321,7141,1
MESH:D001321,11332,1
MESH:D001321,79684,1
MESH:D001321,51231,1
MESH:D001321,54734,1
MESH:D001321,5364,1
MESH:D001321,170572,1
MESH:D001321,416,1
MESH:D001321,1629,1
MESH:D001321,196541,1
MESH:D001321,23358,1
MESH:D001321,203522,1
MESH:D001321,27336,1
MESH:D001321,403282,1
MESH:D001321,55830,1
MESH:D001321,347365,1
MESH:D001321,283219,1
MESH:D001321,58510,1
MESH:D001321,23741,1
MESH:D001321,163126,1
MESH:D001321,5792,1
MESH:D001321,54518,1
MESH:D001321,54986,1
MESH:D001321,23469,1
MESH:D001321,9969,1
MESH:D001321,4109,1
MESH:D001321,55805,1
MESH:D001321,4688,1
MESH:D001321,3743,1
MESH:D001321,22858,1
MESH:D001321,137814,1
MESH:D001321,731,1
MESH:D001321,55016,1
MESH:D001321,400569,1
MESH:D001321,10111,1
MESH:D001321,9373,1
MESH:D001321,134218,1
MESH:D001321,653,1
MESH:D001321,57616,1
MESH:D001321,3848,1
MESH:D001321,9075,1
MESH:D001321,9076,1
MESH:D001321,196996,1
MESH:D001321,8027,1
MESH:D001321,2916,1
MESH:D001321,84620,1
MESH:D001321,57624,1
MESH:D001321,23568,1
MESH:D001321,4628,1
MESH:D001321,4643,1
MESH:D001321,7106,1
MESH:D001321,79783,1
MESH:D001321,54882,1
MESH:D001321,3835,1
MESH:D001321,7201,1
MESH:D001321,4291,1
MESH:D001321,5544,1
MESH:D001321,5862,1
MESH:D001321,6550,1
MESH:D001321,7984,1
MESH:D001321,343170,1
MESH:D001321,6737,1
MESH:D001321,25865,1
MESH:D001321,57664,1
MESH:D001321,22990,1
MESH:D001321,5962,1
MESH:D001321,6192,1
MESH:D001321,9407,1
MESH:D001321,27040,1
MESH:D001321,726,1
MESH:D001321,867,1
MESH:D001321,9928,1
MESH:D001321,140683,1
MESH:D001321,10023,1
MESH:D001321,94025,1
MESH:D001321,23262,1
MESH:D001321,389549,1
MESH:D001321,6283,1
MESH:D001321,5566,1
MESH:D001321,4123,1
MESH:D001321,3052,1
MESH:D001321,7056,1
MESH:D001321,170482,1
MESH:D001321,3563,1
MESH:D001321,911,1
MESH:D001321,6238,1
MESH:D001321,3483,1
MESH:D001321,8874,1
MESH:D001321,5463,1
MESH:D001321,8161,1
MESH:D001321,29035,1
MESH:D001321,5734,1
MESH:D001321,1601,1
MESH:D001321,4493,1
MESH:D001321,9028,1
MESH:D001321,30846,1
MESH:D001321,79753,1
MESH:D001321,284217,1
MESH:D001321,51059,1
MESH:D001321,80725,1
MESH:D001321,145741,1
MESH:D001321,100287932,1
MESH:D001321,7402,1
MESH:D001321,83692,1
MESH:D001321,53407,1
MESH:D001321,8036,1
MESH:D001321,10512,1
MESH:D001321,4090,1
MESH:D001321,8550,1
MESH:D001321,80724,1
MESH:D001321,124,1
MESH:D001321,130,1
MESH:D001321,127,1
MESH:D001321,126,1
MESH:D001321,2747,1
MESH:D001321,3854,1
MESH:D001321,200315,1
MESH:D001321,27350,1
MESH:D001321,10518,1
MESH:D001321,27071,1
MESH:D001321,1890,1
MESH:D001321,29957,1
MESH:D001321,9016,1
MESH:D001321,10128,1
MESH:D001321,131118,1
MESH:D001321,343413,1
MESH:D001321,9169,1
MESH:D001321,26065,1
MESH:D001321,6732,1
MESH:D001321,3554,1
MESH:D001321,10972,1
MESH:D001321,30008,1
MESH:D001321,25864,1
MESH:D001321,5174,1
MESH:D001321,4034,1
MESH:D001321,83852,1
MESH:D001321,22847,1
MESH:D001321,29930,1
MESH:D001321,55808,1
MESH:D001321,57633,1
MESH:D001321,2581,1
MESH:D001321,55122,1
MESH:D001321,143282,1
MESH:D001321,80036,1
MESH:D001321,55704,1
MESH:D001321,6311,1
MESH:D001321,2295,1
MESH:D001321,91612,1
MESH:D001321,4522,1
MESH:D001321,375318,1
MESH:D001321,7100,1
MESH:D001321,9377,1
MESH:D001321,23400,1
MESH:D001321,11188,1
MESH:D001321,929,1
MESH:D001321,9338,1
MESH:D001321,5172,1
MESH:D001321,473,1
MESH:D001321,9990,1
MESH:D001321,2153,1
MESH:D001321,1109,1
MESH:D001321,10394,1
MESH:D001321,4040,1
MESH:D001321,6093,1
MESH:D001321,133584,1
MESH:D001321,123624,1
MESH:D001321,51201,1
MESH:D001321,92017,1
MESH:D001321,84148,1
MESH:D001321,1196,1
MESH:D001321,10533,1
MESH:D001321,3375,1
MESH:D001321,4017,1
MESH:D001321,1107,1
MESH:D001321,4913,1
MESH:D001321,3316,1
MESH:D001321,26339,1
MESH:D001321,128360,1
MESH:D001321,2268,1
MESH:D001321,6649,1
MESH:D001321,7764,1
MESH:D001321,10308,1
MESH:D001321,51299,1
MESH:D001321,10457,1
MESH:D001321,27043,1
MESH:D001321,133418,1
MESH:D001321,26188,1
MESH:D001321,57448,1
MESH:D001321,55206,1
MESH:D001321,7518,1
MESH:D001321,3113,1
MESH:D001321,10938,1
MESH:D001321,4143,1
MESH:D001321,80863,1
MESH:D001321,284521,1
MESH:D001321,657,1
MESH:D001321,11155,1
MESH:D001321,6240,1
MESH:D001321,4848,1
MESH:D001321,80731,1
MESH:D001321,2784,1
MESH:D001321,7490,1
MESH:D001321,859,1
MESH:D001321,10951,1
MESH:D001321,3111,1
MESH:D001321,56994,1
MESH:D001321,26227,1
MESH:D001321,3620,1
MESH:D001321,25932,1
MESH:D001321,60490,1
MESH:D001321,7050,1
MESH:D001321,2182,1
MESH:D001321,5077,1
MESH:D001321,4135,1
MESH:D001321,117143,1
MESH:D001321,57649,1
MESH:D001321,6018,1
MESH:D001321,949,1
MESH:D001321,4321,1
MESH:D001321,3628,1
MESH:D001321,5294,1
MESH:D001321,84932,1
MESH:D001321,1010,1
MESH:D001321,56131,1
MESH:D001321,1016,1
MESH:D001321,1005,1
MESH:D001321,93166,1
MESH:D001321,337,1
MESH:D001321,4862,1
MESH:D001321,641339,1
MESH:D001321,56288,1
MESH:D001321,79863,1
MESH:D001321,25825,1
MESH:D001321,2044,1
MESH:D001321,9949,1
MESH:D001321,6650,1
MESH:D001321,6383,1
MESH:D001321,1528,1
MESH:D001321,3336,1
MESH:D001321,4947,1
MESH:D001321,114034,1
MESH:D001321,154796,1
MESH:D001321,7257,1
MESH:D001321,79628,1
MESH:D001321,8884,1
MESH:D001321,708,1
MESH:D001321,3346,1
MESH:D001321,359787,1
MESH:D001321,6856,1
MESH:D001321,6733,1
MESH:D001321,117,1
MESH:D001321,26472,1
MESH:D001321,328,1
MESH:D001321,9337,1
MESH:D001321,91624,1
MESH:D001321,2547,1
MESH:D001321,170692,1
MESH:D001321,56160,1
MESH:D001321,54165,1
MESH:D001321,80316,1
MESH:D001321,25798,1
MESH:D001321,6742,1
MESH:D001321,2705,1
MESH:D001321,1947,1
MESH:D001321,8578,1
MESH:D001321,4782,1
MESH:D001321,85451,1
MESH:D001321,6376,1
MESH:D001321,150094,1
MESH:D001321,54913,1
MESH:D001321,4221,1
MESH:D001321,375449,1
MESH:D001321,80174,1
MESH:D001321,55811,1
MESH:D001321,6037,1
MESH:D001321,107181291,1
MESH:D001321,64359,1
MESH:D001321,90167,1
MESH:D001321,10054,1
MESH:D001321,1075,1
MESH:D001321,6576,1
MESH:D001321,4858,1
MESH:D001321,3930,1
MESH:D001321,10076,1
MESH:D001321,100131137,1
MESH:D001321,64100,1
MESH:D001321,22948,1
MESH:D001321,5687,1
MESH:D001321,53340,1
MESH:D001321,10466,1
MESH:D001321,3566,1
MESH:D001321,3927,1
MESH:D001321,40,1
MESH:D001321,4642,1
MESH:D001321,2073,1
MESH:D001321,118460,1
MESH:D001321,4308,1
MESH:D001321,23322,1
MESH:D001321,80306,1
MESH:D001321,1124,1
MESH:D001321,23012,1
MESH:D001321,3398,1
MESH:D001321,9177,1
MESH:D001321,51339,1
MESH:D001321,5629,1
MESH:D001321,326,1
MESH:D001321,79001,1
MESH:D001321,54510,1
MESH:D001321,8642,1
MESH:D001321,64881,1
MESH:D001321,10594,1
MESH:D001321,6019,1
MESH:D001321,79143,1
MESH:D001321,5726,1
MESH:D001321,10286,1
MESH:D001321,29126,1
MESH:D001321,83706,1
MESH:D001321,643,1
MESH:D001321,3579,1
MESH:D001321,54904,1
MESH:D001321,23095,1
MESH:D001321,64208,1
MESH:D001321,84539,1
MESH:D001321,3549,1
MESH:D001321,5447,1
MESH:D001321,5966,1
MESH:D001321,9081,1
MESH:D001321,392636,1
MESH:D001321,4719,1
MESH:D001321,1807,1
MESH:D001321,22797,1
MESH:D001321,3776,1
MESH:D001321,23054,1
MESH:D001321,6898,1
MESH:D001321,80351,1
MESH:D001321,58476,1
MESH:D001321,197320,1
MESH:D001321,1053,1
MESH:D001321,90665,1
MESH:D001321,29984,1
MESH:D001321,1208,1
MESH:D001321,2731,1
MESH:D001321,5467,1
MESH:D001321,1443,1
MESH:D001321,2355,1
MESH:D001321,283,2
MESH:D001321,1628,2
MESH:D001321,3067,2
MESH:D001321,79796,2
MESH:D001321,7090,2
MESH:D001321,5992,2
MESH:D001321,6453,2
MESH:D001321,2920,2
MESH:D001321,2259,2
MESH:D001321,2395,2
MESH:D001321,5564,2
MESH:D001321,8404,2
MESH:D001321,4900,2
MESH:D001321,55799,2
MESH:D001321,57731,2
MESH:D001321,64682,2
MESH:D001321,22944,2
MESH:D001321,26468,2
MESH:D001321,83475,2
MESH:D001321,1738,2
MESH:D001321,1290,2
MESH:D001321,181,2
MESH:D001321,5924,2
MESH:D001321,91833,2
MESH:D001321,10293,2
MESH:D001321,2556,2
MESH:D001321,1622,2
MESH:D001321,2588,2
MESH:D001321,3290,2
MESH:D001321,409,2
MESH:D001321,7991,2
MESH:D001321,3170,2
MESH:D001321,538,2
MESH:D001321,354,2
MESH:D001321,5653,2
MESH:D001321,4935,2
MESH:D001321,1649,2
MESH:D001321,30818,2
MESH:D001321,50863,2
MESH:D001321,3856,2
MESH:D001321,7070,2
MESH:D001321,3269,2
MESH:D001321,5664,2
MESH:D001321,51573,2
MESH:D001321,5096,2
MESH:D001321,8408,2
MESH:D001321,51347,2
MESH:D001321,25996,2
MESH:D001321,80326,2
MESH:D001321,4985,2
MESH:D001321,201161,2
MESH:D001321,574414,2
MESH:D001321,10957,2
MESH:D001321,55615,2
MESH:D001321,11272,2
MESH:D001321,80758,2
MESH:D001321,5818,2
MESH:D001321,80742,2
MESH:D001321,63826,2
MESH:D001321,6442,2
MESH:D001321,777,2
MESH:D001321,26,2
MESH:D001321,54790,2
MESH:D001321,435,2
MESH:D001321,1373,2
MESH:D001321,2058,2
MESH:D001321,65057,2
MESH:D001321,481,2
MESH:D001321,83737,2
MESH:D001321,140738,2
MESH:D001321,133396,2
MESH:D001321,1195,2
MESH:D001321,3094,2
MESH:D001321,8260,2
MESH:D001321,3574,2
MESH:D001321,56147,2
MESH:D001321,10663,2
MESH:D001321,9197,2
MESH:D001321,2672,2
MESH:D001321,84557,2
MESH:D001321,6566,2
MESH:D001321,2318,2
MESH:D001321,166614,2
MESH:D001321,2899,2
MESH:D001321,10965,2
MESH:D001321,641371,2
MESH:D001321,9721,2
MESH:D001321,2820,2
MESH:D001321,1645,2
MESH:D001321,55844,2
MESH:D001321,28988,2
MESH:D001321,5724,2
MESH:D001321,6431,2
MESH:D001321,26013,2
MESH:D001321,11122,2
MESH:D001321,3183,2
MESH:D001321,51422,2
MESH:D001321,6124,2
MESH:D001321,5894,2
MESH:D001321,1555,2
MESH:D001321,57528,2
MESH:D001321,30848,2
MESH:D001321,102,2
MESH:D001321,51586,2
MESH:D001321,2893,2
MESH:D001321,6045,2
MESH:D001321,51062,2
MESH:D001321,250,2
MESH:D001321,26033,2
MESH:D001321,284948,2
MESH:D001321,5610,2
MESH:D001321,4000,2
MESH:D001321,8822,2
MESH:D001321,10314,2
MESH:D001321,1277,2
MESH:D001321,7569,2
MESH:D001321,51056,2
MESH:D001321,8549,2
MESH:D001321,65018,2
MESH:D001321,10396,2
MESH:D001321,6585,2
MESH:D001321,2703,2
MESH:D001321,5163,2
MESH:D001321,6584,2
MESH:D001321,4899,2
MESH:D001321,22866,2
MESH:D001321,29082,2
MESH:D001321,89910,2
MESH:D001321,55055,2
MESH:D001321,343450,2
MESH:D001321,56655,2
MESH:D001321,421,2
MESH:D001321,581,2
MESH:D001321,1406,2
MESH:D001321,7102,2
MESH:D001321,552900,2
MESH:D001321,51256,2
MESH:D001321,4284,2
MESH:D001321,2691,2
MESH:D001321,83881,2
MESH:D001321,11158,2
MESH:D001321,3145,2
MESH:D001321,10982,2
MESH:D001321,1408,2
MESH:D001321,51741,2
MESH:D001321,254827,2
MESH:D001321,8218,2
MESH:D001321,5063,2
MESH:D001321,5395,2
MESH:D001321,4594,2
MESH:D001321,429,2
MESH:D001321,4644,2
MESH:D001321,51738,2
MESH:D001321,9021,2
MESH:D001321,220,2
MESH:D001321,9126,2
MESH:D001321,3760,2
MESH:D001321,10381,2
MESH:D001321,55856,2
MESH:D001321,9914,2
MESH:D001321,27286,2
MESH:D001321,7179,2
MESH:D001321,5618,2
MESH:D001321,54567,2
MESH:D001321,8618,2
MESH:D001321,81603,2
MESH:D001321,2644,2
MESH:D001321,342184,2
MESH:D001321,3689,2
MESH:D001321,6016,2
MESH:D001321,9013,2
MESH:D001321,85450,2
MESH:D001321,4625,2
MESH:D001321,699,2
MESH:D001321,2806,2
MESH:D001321,8224,2
MESH:D001321,51655,2
MESH:D001321,7019,2
MESH:D001321,344,2
MESH:D001321,1490,2
MESH:D001321,5781,2
MESH:D001321,1152,2
MESH:D001321,4627,2
MESH:D001321,202,2
MESH:D001321,846,2
MESH:D001321,23293,2
MESH:D001321,36,2
MESH:D001321,84628,2
MESH:D001321,6402,2
MESH:D001321,959,2
MESH:D001321,2596,2
MESH:D001321,64084,2
MESH:D001321,9863,2
MESH:D001321,105,2
MESH:D001321,6801,2
MESH:D001321,29888,2
MESH:D001321,57674,2
MESH:D001321,26278,2
MESH:D001321,55738,2
MESH:D001321,5076,2
MESH:D001321,5831,2
MESH:D001321,6710,2
MESH:D001321,972,2
MESH:D001321,5322,2
MESH:D001321,3975,2
MESH:D001321,1938,2
MESH:D001321,923,2
MESH:D001321,163,2
MESH:D001321,64219,2
MESH:D001321,254065,2
MESH:D001321,1915,2
MESH:D001321,3782,2
MESH:D001321,53616,2
MESH:D001321,1134,2
MESH:D001321,22929,2
MESH:D001321,10084,2
MESH:D001321,6571,2
MESH:D001321,23592,2
MESH:D001321,2213,2
MESH:D001321,10018,2
MESH:D001321,57794,2
MESH:D001321,4968,2
MESH:D001321,4001,2
MESH:D001321,5178,2
MESH:D001321,348980,2
MESH:D001321,8910,2
MESH:D001321,2887,2
MESH:D001321,2778,2
MESH:D001321,10096,2
MESH:D001321,2852,2
MESH:D001321,4778,2
MESH:D001321,388677,2
MESH:D001321,7552,2
MESH:D001321,22933,2
MESH:D001321,9314,2
MESH:D001321,2735,2
MESH:D001321,4741,2
MESH:D001321,1120,2
MESH:D001321,50651,2
MESH:D001321,2261,2
MESH:D001321,140679,2
MESH:D001321,415,2
MESH:D001321,26609,2
MESH:D001321,3060,2
MESH:D001321,5337,2
